bioguide,name,chamber,party,state,district,industry_labels,policy_topics,committees,subcommittees,official_url
H001089,Josh Hawley,Senate,Republican,MO,,"[""Asset management"", ""Benefits administration"", ""Biotechnology"", ""HR software"", ""Health insurance"", ""Healthcare services"", ""Medical devices"", ""Payroll services"", ""Pharmaceuticals""]","[""Labor policy"", ""Pensions"", ""Public health"", ""Retirement policy"", ""Workplace safety""]","[""Senate Committee on Health, Education, Labor, and Pensions"", ""Senate Committee on Homeland Security and Governmental Affairs"", ""Senate Committee on Small Business and Entrepreneurship"", ""Senate Committee on the Judiciary""]","[""Antitrust, Competition Policy, and Consumer Rights"", ""Crime and Counterterrorism"", ""Disaster Management, District of Columbia, and Census"", ""Employment and Workplace Safety"", ""Permanent Subcommittee on Investigations"", ""Primary Health and Retirement Security"", ""Privacy, Technology, and the Law"", ""the Constitution""]",https://www.hawley.senate.gov
B001319,Katie Boyd Britt,Senate,Republican,AL,,"[""Asset management"", ""Banking"", ""Brokerage"", ""Commercial banking"", ""Consumer banking"", ""Consumer finance"", ""Credit cards"", ""Electric utilities"", ""Electric-grid infrastructure"", ""Fintech"", ""Institutional investing"", ""Insurance"", ""Investment banking"", ""Mortgage technology"", ""Multifamily residential REIT"", ""Nuclear power"", ""Nuclear technology"", ""Regional banking"", ""Residential real estate"", ""Securities exchanges"", ""Solar energy"", ""Transportation infrastructure"", ""Water infrastructure"", ""Wind energy""]","[""Bank regulation"", ""Community development"", ""Consumer financial protection"", ""Energy appropriations"", ""Financial regulation"", ""Housing finance"", ""Housing policy"", ""Insurance policy"", ""Securities regulation"", ""Water infrastructure funding""]","[""Commission on Security and Cooperation in Europe"", ""Senate Committee on Appropriations"", ""Senate Committee on Banking, Housing, and Urban Affairs"", ""Senate Committee on Rules and Administration"", ""Senate Committee on the Judiciary""]","[""Antitrust, Competition Policy, and Consumer Rights"", ""Border Security and Immigration"", ""Commerce, Justice, Science, and Related Agencies"", ""Crime and Counterterrorism"", ""Department of Homeland Security"", ""Departments of Labor, Health and Human Services, and Education, and Related Agencies"", ""Energy and Water Development"", ""Financial Institutions and Consumer Protection"", ""Housing, Transportation, and Community Development"", ""Intellectual Property"", ""Securities, Insurance, and Investment"", ""State, Foreign Operations, and Related Programs"", ""Transportation, Housing and Urban Development, and Related Agencies""]",https://www.britt.senate.gov
C001096,Kevin Cramer,Senate,Republican,ND,,"[""Aerospace & defense"", ""Aircraft manufacturing"", ""Artificial intelligence"", ""Asset management"", ""Banking"", ""Brokerage"", ""Clean energy"", ""Commercial banking"", ""Consumer banking"", ""Consumer finance"", ""Credit cards"", ""Cybersecurity"", ""Defense aerospace"", ""Defense systems"", ""Defense technology"", ""Electric-grid infrastructure"", ""Fintech"", ""Hydrogen energy"", ""Industrial pollution control"", ""Infrastructure construction"", ""Institutional investing"", ""Insurance"", ""Investment banking"", ""Military drones"", ""Military systems"", ""Missile systems"", ""Mortgage technology"", ""Multifamily residential REIT"", ""Nuclear power"", ""Nuclear technology"", ""Regional banking"", ""Residential real estate"", ""Robotics & AI"", ""Securities exchanges"", ""Solar energy"", ""Space systems"", ""Transportation infrastructure"", ""Wind energy""]","[""Air quality"", ""Bank regulation"", ""Climate policy"", ""Community development"", ""Consumer financial protection"", ""Emerging defense technology"", ""Financial regulation"", ""Ground combat systems"", ""Housing finance"", ""Housing policy"", ""Infrastructure policy"", ""Insurance policy"", ""Military procurement"", ""Military space"", ""Missile defense"", ""National defense"", ""Nuclear deterrence"", ""Nuclear safety"", ""Securities regulation"", ""Special operations"", ""Tactical aviation"", ""Transportation policy""]","[""Senate Committee on Armed Services"", ""Senate Committee on Banking, Housing, and Urban Affairs"", ""Senate Committee on Environment and Public Works"", ""Senate Committee on Veterans' Affairs""]","[""Airland"", ""Clean Air, Climate, and Nuclear Innovation and Safety"", ""Emerging Threats and Capabilities"", ""Financial Institutions and Consumer Protection"", ""Fisheries, Water, and Wildlife"", ""Housing, Transportation, and Community Development"", ""Readiness and Management Support"", ""Securities, Insurance, and Investment"", ""Strategic Forces"", ""Transportation and Infrastructure""]",https://www.cramer.senate.gov
G000555,Kirsten E. Gillibrand,Senate,Democrat,NY,,"[""Aerospace & defense"", ""Artificial intelligence"", ""Cloud security"", ""Cybersecurity"", ""Defense communications"", ""Defense electronics"", ""Defense software"", ""Defense systems"", ""Defense technology"", ""Military drones"", ""Missile systems"", ""Nuclear technology"", ""Robotics & AI"", ""Satellite communications"", ""Space systems""]","[""Classified intelligence"", ""Cyber intelligence"", ""Cyber operations"", ""Defense cybersecurity"", ""Emerging defense technology"", ""Military procurement"", ""Military space"", ""Missile defense"", ""National defense"", ""National security"", ""Nuclear deterrence"", ""Special operations""]","[""Senate Committee on Appropriations"", ""Senate Committee on Armed Services"", ""Senate Select Committee on Intelligence"", ""Senate Special Committee on Aging""]","[""Agriculture, Rural Development, Food and Drug Administration, and Related Agencies"", ""Commerce, Justice, Science, and Related Agencies"", ""Cybersecurity"", ""Department of Interior, Environment, and Related Agencies"", ""Emerging Threats and Capabilities"", ""Military Construction, Veterans Affairs, and Related Agencies"", ""Strategic Forces"", ""Transportation, Housing and Urban Development, and Related Agencies""]",https://www.gillibrand.senate.gov
B001303,Lisa Blunt Rochester,Senate,Democrat,DE,,"[""Advanced materials"", ""Artificial intelligence"", ""Asset management"", ""Banking"", ""Biotechnology"", ""Broadband & cable"", ""Brokerage"", ""Clean energy"", ""Consumer electronics"", ""Consumer finance"", ""Cybersecurity"", ""Digital advertising"", ""Digital media"", ""E-commerce"", ""Electric-grid infrastructure"", ""Environmental services"", ""Fiber broadband"", ""Fintech"", ""Hazardous-waste services"", ""Health insurance"", ""Healthcare services"", ""Hydrogen energy"", ""Industrial manufacturing"", ""Industrial pollution control"", ""Infrastructure construction"", ""Institutional investing"", ""Insurance"", ""Investment banking"", ""Logistics"", ""Maritime transportation"", ""Media & entertainment"", ""Medical devices"", ""Mortgage technology"", ""Multifamily residential REIT"", ""Nuclear power"", ""Nuclear technology"", ""Pharmaceuticals"", ""Residential real estate"", ""Robotics & AI"", ""Satellite communications"", ""Securities exchanges"", ""Semiconductors"", ""Solar energy"", ""Specialty chemicals"", ""Telecommunications"", ""Transportation infrastructure"", ""Waste disposal"", ""Wind energy"", ""Wireless telecommunications""]","[""Air quality"", ""Chemical regulation"", ""Climate policy"", ""Coast Guard"", ""Community development"", ""Consumer protection"", ""Data privacy"", ""Environmental regulation"", ""Financial regulation"", ""Fisheries"", ""Housing finance"", ""Housing policy"", ""Infrastructure policy"", ""Insurance policy"", ""Manufacturing policy"", ""Maritime policy"", ""Media policy"", ""Nuclear safety"", ""Pensions"", ""Public health"", ""Retirement policy"", ""Science policy"", ""Securities regulation"", ""Spectrum policy"", ""Technology competitiveness"", ""Technology policy"", ""Telecommunications regulation"", ""Transportation policy"", ""Waste policy""]","[""Senate Committee on Banking, Housing, and Urban Affairs"", ""Senate Committee on Commerce, Science, and Transportation"", ""Senate Committee on Environment and Public Works"", ""Senate Committee on Health, Education, Labor, and Pensions""]","[""Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight"", ""Clean Air, Climate, and Nuclear Innovation and Safety"", ""Coast Guard, Maritime, and Fisheries"", ""Consumer Protection, Technology, and Data Privacy"", ""Economic Policy"", ""Education and the American Family"", ""Housing, Transportation, and Community Development"", ""Primary Health and Retirement Security"", ""Science, Manufacturing, and Competitiveness"", ""Securities, Insurance, and Investment"", ""Telecommunications and Media"", ""Transportation and Infrastructure""]",https://www.bluntrochester.senate.gov
M001153,Lisa Murkowski,Senate,Republican,AK,,"[""Asset management"", ""Biotechnology"", ""Defense aerospace"", ""Defense electronics"", ""Defense systems"", ""Defense technology"", ""Electric utilities"", ""Electric-grid infrastructure"", ""Forestry"", ""Gold"", ""Health insurance"", ""Healthcare services"", ""Iron ore"", ""Medical devices"", ""Military drones"", ""Mining royalties"", ""Missile systems"", ""Natural-gas exploration & production"", ""Nuclear power"", ""Nuclear technology"", ""Oil exploration & production"", ""Pharmaceuticals"", ""Power generation"", ""Silver"", ""Solar energy"", ""Specialty minerals"", ""Water infrastructure"", ""Wind energy""]","[""Defense appropriations"", ""Energy appropriations"", ""Energy policy"", ""Forestry policy"", ""Military procurement"", ""Mining policy"", ""Natural resources"", ""Pensions"", ""Public health"", ""Public lands"", ""Retirement policy"", ""Water infrastructure funding""]","[""Senate Committee on Appropriations"", ""Senate Committee on Energy and Natural Resources"", ""Senate Committee on Health, Education, Labor, and Pensions"", ""Senate Committee on Indian Affairs""]","[""Commerce, Justice, Science, and Related Agencies"", ""Department of Defense"", ""Department of Homeland Security"", ""Department of Interior, Environment, and Related Agencies"", ""Education and the American Family"", ""Energy and Water Development"", ""Military Construction, Veterans Affairs, and Related Agencies"", ""National Parks"", ""Primary Health and Retirement Security"", ""Public Lands, Forests, and Mining""]",https://www.murkowski.senate.gov
H001076,Margaret Wood Hassan,Senate,Democrat,NH,,"[""Asset management"", ""Benefits administration"", ""Biotechnology"", ""Electric utilities"", ""HR software"", ""Health insurance"", ""Healthcare services"", ""Infrastructure construction"", ""Integrated oil & gas"", ""Managed care"", ""Medical devices"", ""Natural-gas exploration & production"", ""Nuclear power"", ""Payroll services"", ""Pharmaceuticals"", ""Solar energy"", ""Wind energy""]","[""Energy tax policy"", ""Health tax policy"", ""Infrastructure finance"", ""Labor policy"", ""Medicaid"", ""Medicare"", ""Pensions"", ""Public health"", ""Retirement policy"", ""Workplace safety""]","[""Joint Economic Committee"", ""Senate Committee on Finance"", ""Senate Committee on Health, Education, Labor, and Pensions"", ""Senate Committee on Homeland Security and Governmental Affairs"", ""Senate Committee on Veterans' Affairs""]","[""Border Management, Federal Workforce, and Regulatory Affairs"", ""Employment and Workplace Safety"", ""Energy, Natural Resources, and Infrastructure"", ""Health Care"", ""Permanent Subcommittee on Investigations"", ""Primary Health and Retirement Security"", ""Taxation and IRS Oversight""]",https://www.hassan.senate.gov
C000127,Maria Cantwell,Senate,Democrat,WA,,"[""Advanced materials"", ""Aircraft manufacturing"", ""Artificial intelligence"", ""Broadband & cable"", ""Commercial aerospace"", ""Consumer electronics"", ""Cybersecurity"", ""Digital advertising"", ""Digital media"", ""E-commerce"", ""Electric utilities"", ""Fiber broadband"", ""Freight logistics"", ""Industrial manufacturing"", ""Infrastructure construction"", ""Integrated oil & gas"", ""Logistics"", ""Maritime transportation"", ""Media & entertainment"", ""Natural-gas exploration & production"", ""Nuclear power"", ""Oil & gas pipelines"", ""Oil exploration & production"", ""Passenger airlines"", ""Pipeline construction"", ""Power generation"", ""Rail equipment"", ""Robotics & AI"", ""Satellite communications"", ""Semiconductors"", ""Solar energy"", ""Space launch"", ""Space systems"", ""Specialty minerals"", ""Telecommunications"", ""Transportation infrastructure"", ""Wind energy"", ""Wireless telecommunications""]","[""Aviation policy"", ""Coast Guard"", ""Commercial space policy"", ""Consumer protection"", ""Data privacy"", ""Energy policy"", ""Energy tax policy"", ""Fisheries"", ""Freight policy"", ""Infrastructure finance"", ""Manufacturing policy"", ""Maritime policy"", ""Media policy"", ""Natural resources"", ""Pipeline safety"", ""Science policy"", ""Spectrum policy"", ""Surface transportation"", ""Technology competitiveness"", ""Technology policy"", ""Telecommunications regulation""]","[""Joint Committee on Taxation"", ""Senate Committee on Commerce, Science, and Transportation"", ""Senate Committee on Energy and Natural Resources"", ""Senate Committee on Finance"", ""Senate Committee on Indian Affairs"", ""Senate Committee on Small Business and Entrepreneurship""]","[""Aviation, Space, and Innovation"", ""Coast Guard, Maritime, and Fisheries"", ""Consumer Protection, Technology, and Data Privacy"", ""Energy, Natural Resources, and Infrastructure"", ""Science, Manufacturing, and Competitiveness"", ""Surface Transportation, Freight, Pipelines, and Safety"", ""Telecommunications and Media""]",https://www.cantwell.senate.gov
K000377,Mark Kelly,Senate,Democrat,AZ,,"[""Aerospace & defense"", ""Aircraft manufacturing"", ""Artificial intelligence"", ""Clean energy"", ""Cybersecurity"", ""Defense aerospace"", ""Defense communications"", ""Defense electronics"", ""Defense systems"", ""Defense technology"", ""Electric-grid infrastructure"", ""Hydrogen energy"", ""Industrial pollution control"", ""Infrastructure construction"", ""Military drones"", ""Military systems"", ""Missile systems"", ""Nuclear power"", ""Nuclear technology"", ""Robotics & AI"", ""Satellite communications"", ""Solar energy"", ""Space systems"", ""Transportation infrastructure"", ""Wind energy""]","[""Air quality"", ""Classified intelligence"", ""Climate policy"", ""Cyber intelligence"", ""Emerging defense technology"", ""Ground combat systems"", ""Infrastructure policy"", ""Military procurement"", ""Military space"", ""Missile defense"", ""National defense"", ""National security"", ""Nuclear deterrence"", ""Nuclear safety"", ""Special operations"", ""Tactical aviation"", ""Transportation policy""]","[""Joint Economic Committee"", ""Senate Committee on Armed Services"", ""Senate Committee on Environment and Public Works"", ""Senate Select Committee on Intelligence"", ""Senate Special Committee on Aging""]","[""Airland"", ""Clean Air, Climate, and Nuclear Innovation and Safety"", ""Emerging Threats and Capabilities"", ""Fisheries, Water, and Wildlife"", ""Strategic Forces"", ""Transportation and Infrastructure""]",https://www.kelly.senate.gov
W000805,Mark R. Warner,Senate,Democrat,VA,,"[""Asset management"", ""Banking"", ""Biotechnology"", ""Blockchain financial services"", ""Brokerage"", ""Commercial banking"", ""Consumer banking"", ""Consumer finance"", ""Credit cards"", ""Cryptocurrency exchange"", ""Cybersecurity"", ""Defense communications"", ""Defense electronics"", ""Digital assets"", ""Digital payments"", ""Fintech"", ""Health insurance"", ""Healthcare services"", ""Institutional investing"", ""Insurance"", ""Investment banking"", ""Managed care"", ""Medical devices"", ""Pharmaceuticals"", ""Regional banking"", ""Satellite communications"", ""Securities exchanges"", ""Space systems""]","[""Bank regulation"", ""Classified intelligence"", ""Consumer financial protection"", ""Customs"", ""Cyber intelligence"", ""Digital asset regulation"", ""Financial regulation"", ""Health tax policy"", ""Housing finance"", ""Insurance policy"", ""International competitiveness"", ""Medicaid"", ""Medicare"", ""National security"", ""Securities regulation"", ""Tariffs"", ""Trade policy""]","[""Senate Committee on Banking, Housing, and Urban Affairs"", ""Senate Committee on Finance"", ""Senate Committee on Rules and Administration"", ""Senate Committee on the Budget"", ""Senate Select Committee on Intelligence""]","[""Digital Assets"", ""Financial Institutions and Consumer Protection"", ""Health Care"", ""International Trade, Customs, and Global Competitiveness"", ""Securities, Insurance, and Investment"", ""Taxation and IRS Oversight""]",https://www.warner.senate.gov
B001243,Marsha Blackburn,Senate,Republican,TN,,"[""Advanced materials"", ""Artificial intelligence"", ""Biotechnology"", ""Broadband & cable"", ""Consumer electronics"", ""Cybersecurity"", ""Digital advertising"", ""Digital media"", ""E-commerce"", ""Fiber broadband"", ""Health insurance"", ""Healthcare services"", ""Industrial manufacturing"", ""Managed care"", ""Media & entertainment"", ""Medical devices"", ""Pharmaceuticals"", ""Robotics & AI"", ""Satellite communications"", ""Semiconductors"", ""Telecommunications"", ""Wireless telecommunications""]","[""Consumer protection"", ""Data privacy"", ""Health tax policy"", ""Manufacturing policy"", ""Media policy"", ""Medicaid"", ""Medicare"", ""Science policy"", ""Spectrum policy"", ""Technology competitiveness"", ""Technology policy"", ""Telecommunications regulation""]","[""Joint Economic Committee"", ""Senate Committee on Commerce, Science, and Transportation"", ""Senate Committee on Finance"", ""Senate Committee on Veterans' Affairs"", ""Senate Committee on the Judiciary""]","[""Consumer Protection, Technology, and Data Privacy"", ""Crime and Counterterrorism"", ""Health Care"", ""Intellectual Property"", ""Privacy, Technology, and the Law"", ""Science, Manufacturing, and Competitiveness"", ""Social Security, Pensions, and Family Policy"", ""Taxation and IRS Oversight"", ""Telecommunications and Media"", ""the Constitution""]",https://www.blackburn.senate.gov
H001046,Martin Heinrich,Senate,Democrat,NM,,"[""Battery storage"", ""Cybersecurity"", ""Defense communications"", ""Defense electronics"", ""Electric utilities"", ""Electric-grid infrastructure"", ""Forestry"", ""Gold"", ""Hydrogen energy"", ""Integrated oil & gas"", ""Iron ore"", ""Mining royalties"", ""Natural-gas exploration & production"", ""Nuclear power"", ""Nuclear technology"", ""Oil exploration & production"", ""Power generation"", ""Power transmission"", ""Satellite communications"", ""Silver"", ""Solar energy"", ""Space systems"", ""Specialty minerals"", ""Water infrastructure"", ""Water utilities"", ""Wind energy""]","[""Classified intelligence"", ""Cyber intelligence"", ""Energy appropriations"", ""Energy policy"", ""Energy security"", ""Energy technology"", ""Federal power"", ""Forestry policy"", ""Grid policy"", ""Hydropower"", ""Mining policy"", ""National security"", ""Natural resources"", ""Public lands"", ""Water infrastructure funding"", ""Water policy""]","[""Joint Economic Committee"", ""Senate Committee on Appropriations"", ""Senate Committee on Energy and Natural Resources"", ""Senate Select Committee on Intelligence""]","[""Agriculture, Rural Development, Food and Drug Administration, and Related Agencies"", ""Department of Interior, Environment, and Related Agencies"", ""Energy"", ""Energy and Water Development"", ""Legislative Branch"", ""Military Construction, Veterans Affairs, and Related Agencies"", ""National Parks"", ""Public Lands, Forests, and Mining"", ""Water and Power""]",https://www.heinrich.senate.gov
H001042,Mazie K. Hirono,Senate,Democrat,HI,,"[""Aerospace & defense"", ""Battery storage"", ""Defense systems"", ""Defense technology"", ""Electric utilities"", ""Forestry"", ""Gold"", ""Hydrogen energy"", ""Integrated oil & gas"", ""Iron ore"", ""Mining royalties"", ""Natural-gas exploration & production"", ""Naval nuclear propulsion"", ""Nuclear power"", ""Oil exploration & production"", ""Power generation"", ""Power transmission"", ""Silver"", ""Solar energy"", ""Specialty minerals"", ""Wind energy""]","[""Energy policy"", ""Energy security"", ""Energy technology"", ""Forestry policy"", ""Grid policy"", ""Military procurement"", ""Mining policy"", ""National defense"", ""Natural resources"", ""Naval procurement"", ""Public lands"", ""Shipbuilding""]","[""Senate Committee on Armed Services"", ""Senate Committee on Energy and Natural Resources"", ""Senate Committee on Small Business and Entrepreneurship"", ""Senate Committee on Veterans' Affairs"", ""Senate Committee on the Judiciary""]","[""Border Security and Immigration"", ""Energy"", ""Federal Courts, Oversight, Agency Action, and Federal Rights"", ""Intellectual Property"", ""National Parks"", ""Personnel"", ""Public Lands, Forests, and Mining"", ""Readiness and Management Support"", ""Seapower"", ""the Constitution""]",https://www.hirono.senate.gov
B001267,Michael F. Bennet,Senate,Democrat,CO,,"[""Agriculture"", ""Animal nutrition"", ""Bioenergy"", ""Biotechnology"", ""Broad commodities"", ""Commercial banking"", ""Cybersecurity"", ""Defense communications"", ""Defense electronics"", ""Electric utilities"", ""Farm supplies"", ""Forestry"", ""Infrastructure construction"", ""Integrated oil & gas"", ""Natural-gas exploration & production"", ""Nuclear power"", ""Packaged foods"", ""Satellite communications"", ""Solar energy"", ""Space systems"", ""Specialty minerals"", ""Wind energy""]","[""Agricultural biotechnology"", ""Agricultural policy"", ""Classified intelligence"", ""Conservation"", ""Customs"", ""Cyber intelligence"", ""Energy tax policy"", ""Food policy"", ""Forestry policy"", ""Infrastructure finance"", ""International competitiveness"", ""National security"", ""Rural credit"", ""Rural development"", ""Rural energy"", ""Tariffs"", ""Trade policy""]","[""Senate Committee on Agriculture, Nutrition, and Forestry"", ""Senate Committee on Finance"", ""Senate Committee on Rules and Administration"", ""Senate Select Committee on Intelligence""]","[""Conservation, Forestry, Natural Resources, and Biotechnology"", ""Energy, Natural Resources, and Infrastructure"", ""International Trade, Customs, and Global Competitiveness"", ""Rural Development, Energy, and Credit"", ""Taxation and IRS Oversight""]",https://www.bennet.senate.gov
C000880,Mike Crapo,Senate,Republican,ID,,"[""Asset management"", ""Banking"", ""Biotechnology"", ""Brokerage"", ""Commercial banking"", ""Consumer banking"", ""Consumer finance"", ""Credit cards"", ""Electric utilities"", ""Fintech"", ""Health insurance"", ""Healthcare services"", ""Infrastructure construction"", ""Institutional investing"", ""Insurance"", ""Integrated oil & gas"", ""Investment banking"", ""Managed care"", ""Medical devices"", ""Mortgage technology"", ""Multifamily residential REIT"", ""Natural-gas exploration & production"", ""Nuclear power"", ""Pharmaceuticals"", ""Regional banking"", ""Residential real estate"", ""Securities exchanges"", ""Solar energy"", ""Transportation infrastructure"", ""Wind energy""]","[""Bank regulation"", ""Community development"", ""Consumer financial protection"", ""Customs"", ""Energy tax policy"", ""Financial regulation"", ""Health tax policy"", ""Housing finance"", ""Housing policy"", ""Infrastructure finance"", ""Insurance policy"", ""International competitiveness"", ""Medicaid"", ""Medicare"", ""Securities regulation"", ""Tariffs"", ""Trade policy""]","[""Joint Committee on Taxation"", ""Senate Committee on Banking, Housing, and Urban Affairs"", ""Senate Committee on Finance"", ""Senate Committee on the Budget""]","[""Energy, Natural Resources, and Infrastructure"", ""Financial Institutions and Consumer Protection"", ""Fiscal Responsibility and Economic Growth"", ""Health Care"", ""Housing, Transportation, and Community Development"", ""International Trade, Customs, and Global Competitiveness"", ""Securities, Insurance, and Investment"", ""Social Security, Pensions, and Family Policy"", ""Taxation and IRS Oversight""]",https://www.crapo.senate.gov
L000577,Mike Lee,Senate,Republican,UT,,"[""Battery storage"", ""Electric utilities"", ""Forestry"", ""Gold"", ""Hydrogen energy"", ""Integrated oil & gas"", ""Iron ore"", ""Mining royalties"", ""Natural-gas exploration & production"", ""Nuclear power"", ""Oil exploration & production"", ""Power generation"", ""Power transmission"", ""Silver"", ""Solar energy"", ""Specialty minerals"", ""Water infrastructure"", ""Water utilities"", ""Wind energy""]","[""Energy policy"", ""Energy security"", ""Energy technology"", ""Federal power"", ""Forestry policy"", ""Grid policy"", ""Hydropower"", ""Mining policy"", ""Natural resources"", ""Public lands"", ""Water policy""]","[""Senate Committee on Energy and Natural Resources"", ""Senate Committee on Foreign Relations"", ""Senate Committee on the Budget"", ""Senate Committee on the Judiciary""]","[""Antitrust, Competition Policy, and Consumer Rights"", ""East Asia, the Pacific, and International Cybersecurity Policy"", ""Energy"", ""Federal Courts, Oversight, Agency Action, and Federal Rights"", ""Intellectual Property"", ""Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy"", ""National Parks"", ""Near East, South Asia, Central Asia, and Counterterrorism"", ""Public Lands, Forests, and Mining"", ""Water and Power"", ""the Constitution""]",https://www.lee.senate.gov
R000605,Mike Rounds,Senate,Republican,SD,,"[""Aerospace & defense"", ""Artificial intelligence"", ""Asset management"", ""Banking"", ""Brokerage"", ""Cloud security"", ""Consumer finance"", ""Cybersecurity"", ""Defense communications"", ""Defense electronics"", ""Defense software"", ""Defense systems"", ""Defense technology"", ""Electric utilities"", ""Electric-grid infrastructure"", ""Fintech"", ""Institutional investing"", ""Insurance"", ""Investment banking"", ""Military drones"", ""Missile systems"", ""Mortgage technology"", ""Multifamily residential REIT"", ""Nuclear power"", ""Nuclear technology"", ""Residential real estate"", ""Robotics & AI"", ""Satellite communications"", ""Securities exchanges"", ""Solar energy"", ""Space systems"", ""Transportation infrastructure"", ""Water infrastructure"", ""Wind energy""]","[""Classified intelligence"", ""Community development"", ""Cyber intelligence"", ""Cyber operations"", ""Defense cybersecurity"", ""Emerging defense technology"", ""Energy appropriations"", ""Financial regulation"", ""Housing finance"", ""Housing policy"", ""Insurance policy"", ""Military procurement"", ""Military space"", ""Missile defense"", ""National defense"", ""National security"", ""Nuclear deterrence"", ""Securities regulation"", ""Special operations"", ""Water infrastructure funding""]","[""Commission on Security and Cooperation in Europe"", ""Senate Committee on Appropriations"", ""Senate Committee on Armed Services"", ""Senate Committee on Banking, Housing, and Urban Affairs"", ""Senate Committee on Indian Affairs"", ""Senate Select Committee on Intelligence""]","[""Agriculture, Rural Development, Food and Drug Administration, and Related Agencies"", ""Cybersecurity"", ""Department of Interior, Environment, and Related Agencies"", ""Departments of Labor, Health and Human Services, and Education, and Related Agencies"", ""Economic Policy"", ""Emerging Threats and Capabilities"", ""Energy and Water Development"", ""Housing, Transportation, and Community Development"", ""Legislative Branch"", ""Military Construction, Veterans Affairs, and Related Agencies"", ""Securities, Insurance, and Investment"", ""Strategic Forces""]",https://www.rounds.senate.gov
M000355,Mitch McConnell,Senate,Republican,KY,,"[""Agriculture"", ""Animal nutrition"", ""Bioenergy"", ""Broad commodities"", ""Commercial banking"", ""Defense aerospace"", ""Defense electronics"", ""Defense systems"", ""Defense technology"", ""Derivatives"", ""Electric utilities"", ""Electric-grid infrastructure"", ""Farm supplies"", ""Food brands"", ""Futures-based commodity exposure"", ""Military drones"", ""Missile systems"", ""Natural & organic foods"", ""Nuclear power"", ""Nuclear technology"", ""Packaged foods"", ""Risk management"", ""Solar energy"", ""Water infrastructure"", ""Wind energy""]","[""Agricultural policy"", ""Agricultural research"", ""Agricultural trade"", ""Commodity markets"", ""Defense appropriations"", ""Energy appropriations"", ""Food policy"", ""Military procurement"", ""Nutrition policy"", ""Rural credit"", ""Rural development"", ""Rural energy"", ""Water infrastructure funding""]","[""Joint Committee of Congress on the Library"", ""Joint Committee on Printing"", ""Senate Committee on Agriculture, Nutrition, and Forestry"", ""Senate Committee on Appropriations"", ""Senate Committee on Rules and Administration""]","[""Agriculture, Rural Development, Food and Drug Administration, and Related Agencies"", ""Commodities, Derivatives, Risk Management, and Trade"", ""Department of Defense"", ""Department of Interior, Environment, and Related Agencies"", ""Energy and Water Development"", ""Food and Nutrition, Specialty Crops, Organics, and Research"", ""Military Construction, Veterans Affairs, and Related Agencies"", ""Rural Development, Energy, and Credit"", ""State, Foreign Operations, and Related Programs""]",https://www.mcconnell.senate.gov
M001111,Patty Murray,Senate,Democrat,WA,,"[""Asset management"", ""Biotechnology"", ""Defense aerospace"", ""Defense electronics"", ""Defense systems"", ""Defense technology"", ""Electric utilities"", ""Electric-grid infrastructure"", ""Health insurance"", ""Healthcare services"", ""Medical devices"", ""Military drones"", ""Missile systems"", ""Nuclear power"", ""Nuclear technology"", ""Pharmaceuticals"", ""Solar energy"", ""Water infrastructure"", ""Wind energy""]","[""Defense appropriations"", ""Energy appropriations"", ""Military procurement"", ""Pensions"", ""Public health"", ""Retirement policy"", ""Water infrastructure funding""]","[""Senate Committee on Appropriations"", ""Senate Committee on Health, Education, Labor, and Pensions"", ""Senate Committee on Veterans' Affairs"", ""Senate Committee on the Budget""]","[""Agriculture, Rural Development, Food and Drug Administration, and Related Agencies"", ""Commerce, Justice, Science, and Related Agencies"", ""Department of Defense"", ""Department of Homeland Security"", ""Department of Interior, Environment, and Related Agencies"", ""Departments of Labor, Health and Human Services, and Education, and Related Agencies"", ""Education and the American Family"", ""Energy and Water Development"", ""Financial Services and General Government"", ""Legislative Branch"", ""Military Construction, Veterans Affairs, and Related Agencies"", ""Primary Health and Retirement Security"", ""State, Foreign Operations, and Related Programs"", ""Transportation, Housing and Urban Development, and Related Agencies""]",https://www.murray.senate.gov
